Last name,First name,Full name,Countries,born,died
Iordachescu,Viorel,Viorel Iordachescu,Moldova,1977,
Finegold,Ben,Ben Finegold,US,1969,
Kosteniuk,Alexandra,Alexandra Kosteniuk,Russia,1984,
Rellstab,Ludwig,Ludwig Rellstab,Germany,1904,1983
Colombo,Camila,Camila Colombo,Uruguay,1990,
Turiansky,Myroslav,Myroslav Turiansky,"Ukraine,US",1912,1998
Matisons,Hermanis,Hermanis Matisons,Latvia,1894,1932
Kleczyński,Jan,Jan Kleczyński Jr.,Poland,1875,1939
Ruben,Karl,Karl Ruben,Denmark,1903,
Lee,Peter,Peter Lee,England,1943,
Petrosian,Tigran,Tigran Petrosian,"Armenia,Georgia,USSR",1929,1984
Potkin,Vladimir,Vladimir Potkin,Russia,1982,
Pilnik,Herman,Herman Pilnik,"Germany,Argentina",1914,1981
Porges,Moritz,Moritz Porges,Bohemia/Austria-Hungary,1857,1909
Kong,Chan Peng,Chan Peng Kong,Singapore,1956,
Belakovskaia,Anjelina,Anjelina Belakovskaia,"Ukraine,US",1969,
Kosintseva,Tatiana,Tatiana Kosintseva,Russia,1986,
Eliskases,Erich,Erich Eliskases,"Austria,Germany,Argentina",1913,1997
Pogorieły,Henryk,Henryk Pogorieły,Poland,1908,1943
Golombek,Harry,Harry Golombek,England,1911,1995
Gladig,Matteo,Matteo Gladig,Italy,1880,1915
Sloth,Jørn,Jørn Sloth,Denmark,1944,
Kuzubov,Yuriy,Yuriy Kuzubov,Ukraine,1990,
Wegemund,Otto,Otto Wegemund,Germany,1870,1928
Nagy,Géza,Géza Nagy,Hungary,1892,1953
Fedorchuk,Sergey,Sergey Fedorchuk,Ukraine,1981,
Smerdon,David,David Smerdon,Australia,1984,
Chen,De,Chen De,China,1949,
Smejkal,Jan,Jan Smejkal,Czechoslovakia,1946,
Xie,Jun,Xie Jun,China,1970,
Donaldson,Elena,Elena Donaldson,"Russia,Georgia,US",1957,
Arakhamia-Grant,Ketevan,Ketevan Arakhamia-Grant,Georgia,1968,
Novikov,Igor,Igor Novikov,"Ukraine,US",1962,
Grigoriev,Nikolay,Nikolay Grigoriev,Russia,1895,1935
Flesch,János,János Flesch,Hungary,1933,1983
Baird,David Graham,David Graham Baird,US,1854,1913
Amin,Bassem,Bassem Amin,Egypt,1988,
Zhao,Xue,Zhao Xue,China,1985,
Smirnov,Pavel,Pavel Smirnov,Russia,1982,
Denker,Arnold,Arnold Denker,US,1914,2005
Averbakh,Yuri,Yuri Averbakh,Russia,1922,
Keene,Raymond,Raymond Keene,England,1948,
Gotthilf,Solomon,Solomon Gotthilf,Russia,1903,1967
Postny,Evgeny,Evgeny Postny,Israel,1981,
Noteboom,Daniël,Daniël Noteboom,Netherlands,1910,1932
Kokarev,Dmitry,Dmitry Kokarev,Russia,1982,
Soltis,Andrew,Andrew Soltis,US,1947,
Petrosian,Davit G.,Davit G. Petrosian,Armenia,1984,
Palac,Mladen,Mladen Palac,Croatia,1971,
Dückstein,Andreas,Andreas Dückstein,"Hungary,Austria",1927,
Zatulovskaya,Tatiana,Tatiana Zatulovskaya,"Azerbaijan,Russia,Israel",1935,2017
Wohl,Aleksandar,Aleksandar Wohl,Australia,1963,
Shirazi,Kamran,Kamran Shirazi,"Iran,US,France",1952,
Gasanov,Eldar,Eldar Gasanov,Ukraine,1982,
Blumin,Boris,Boris Blumin,"Russia,Canada,US",1907,1998
Schories,Georg,Georg Schories,Germany,1874,1934
Rice,Isaac,Isaac Rice,US,1850,1915
"Bardeleben,von",Curt,Curt von Bardeleben,Germany,1861,1924
Stanec,Nikolaus,Nikolaus Stanec,Austria,1968,
Ascharin,Andreas,Andreas Ascharin,"Estonia,Latvia",1843,1896
Greiff,Boris De,Boris De Greiff,Colombia,1930,2011
Silman,Jeremy,Jeremy Silman,US,1954,
Leonardo,Giovanni,Giovanni Leonardo,Italy,1542,1587
Matibet,Louis Betbeder,Louis Betbeder Matibet,France,1901,1986
Wiedenkeller,Michael,Michael Wiedenkeller,Sweden,1963,
Zugic,Igor,Igor Zugic,Canada,1981,
Makovetz,Gyula,Gyula Makovetz,Hungary,1860,1903
Ree,Hans,Hans Ree,Netherlands,1944,
Mieses,Jacques,Jacques Mieses,"Germany,England",1865,1954
Machtas,Aleksandras,Aleksandras Machtas,"Lithuania,Israel",1892,1973
Pelikán,Jiří,Jiří Pelikán,"Czechoslovakia,Argentina",1906,1985
Ashley,Maurice,Maurice Ashley,"Jamaica,US",1966,
Timmerman,Gert Jan,Gert Jan Timmerman,Netherlands,1956,
Sasikiran,Krishnan,Krishnan Sasikiran,India,1981,
Yuhua,Xu,Xu Yuhua,China,1976,
Steinitz,Wilhelm,Wilhelm Steinitz,"Bohemia,Austria,England,US",1836,1900
Koon-Jong,Jason Goh,Jason Goh Koon-Jong,Singapore,1989,
Firmian,Nick de,Nick de Firmian,US,1957,
Kramnik,Vladimir,Vladimir Kramnik,Russia,1975,
Külaots,Kaido,Kaido Külaots,Estonia,1976,
Balinas,Rosendo,Rosendo Balinas Jr.,Philippines,1941,1998
Kostić,Boris,Boris Kostić,"Austria-Hungary,Yugoslavia",1887,1963
Wojciechowski,Antoni,Antoni Wojciechowski,Poland,1905,1938
Deepan,Chakkravarthy,Chakkravarthy Deepan,India,1987,
Tyroler,Alexandru,Alexandru Tyroler,Romania,1891,1990
Saburov,Peter Alexandrovich,Peter Alexandrovich Saburov,Russia,1835,1918
Deviatkin,Andrei,Andrei Deviatkin,Russia,1980,
Hunt,Harriet,Harriet Hunt,England,1978,
König,Imre,Imre König,"Hungary,Yugoslavia,England,US",1899,1992
Mamedyarov,Shakhriyar,Shakhriyar Mamedyarov,Azerbaijan,1985,
Rohaček,Ivan Vladimir,Ivan Vladimir Rohaček,Slovakia,1909,1977
Kore,Akshayraj,Akshayraj Kore,India,1988,
Dydyshko,Viacheslav,Viacheslav Dydyshko,Belarus,1949,
Maderna,Carlos,Carlos Maderna,Argentina,1910,1976
Pirc,Vasja,Vasja Pirc,Slovenia,1907,1980
Polgár,Judit,Judit Polgár,Hungary,1976,
Dominguez,Lenier,Lenier Dominguez,Cuba,1983,
Canal,Esteban,Esteban Canal,"Peru,Italy",1896,1981
Kouatly,Bachar,Bachar Kouatly,"Syria,Liban,France",1958,
Fähndrich,Hugo,Hugo Fähndrich,"Hungary,Austria",1851,1930
Yang,Hsu Li,Hsu Li Yang,Singapore,1972,
Nunn,John,John Nunn,England,1955,
Li,LiShongjian, Shongjian,China,1939,
Rosanes,Jakob,Jakob Rosanes,"Ukraine/Austria-Hungary,Germany",1842,1922
Movsesian,Sergei,Sergei Movsesian,"Armenia,Slovakia",1978,
Raud,Ilmar,Ilmar Raud,"Estonia,Argentina",1913,1941
Robinow,Walter,Walter Robinow,Germany,1867,1938
Benima,Levi,Levi Benima,Netherlands,1837,1922
Balparda,Julio,Julio Balparda,Uruguay,,1942
Bisguier,Arthur,Arthur Bisguier,US,1929,2017
Löwenthal,Johann,Johann Löwenthal,"Hungary,England",1810,1876
Goncharov,Aleksei,Aleksei Goncharov,Russia,1879,1913
Spielmann,Rudolf,Rudolf Spielmann,"Austria,Sweden",1883,1942
Charousek,Rudolf,Rudolf Charousek,Hungary,1873,1900
O'Kelly de Galway,Albéric,Albéric O'Kelly de Galway,Belgium,1911,1980
Yurdansky,Peter,Peter Yurdansky,Russia,1891,1937
Belsitzmann,Zdzisław,Zdzisław Belsitzmann,Poland,c. 1890,1920
Jacková,Jana,Jana Jacková,Czech Republic,1982,
Pokorny,Rudolph,Rudolph Pokorny,"Bohemia,Mexico,US",1880,after 1920
Shulman,Yury,Yury Shulman,"Belarus,US",1975,
Yanofsky,Daniel,Daniel Yanofsky,"Poland,Canada",1925,2000
Lazard,Frédéric,Frédéric Lazard,France,1883,1948
Fedorowicz,John,John Fedorowicz,US,1958,
Emms,John,John Emms,England,1967,
Zadrima,Aldo,Aldo Zadrima,Albania,1948,
Lutz,Christopher,Christopher Lutz,Germany,1971,
Jursevskis,Miervaldis,Miervaldis Jursevskis,"Latvia,Canada",1921,2014
Balogh,Csaba,Csaba Balogh,Hungary,1987,
Belavenets,Sergey,Sergey Belavenets,Russia,1910,1942
Purdy,Cecil,Cecil Purdy,"New Zealand,Australia",1906,1979
Li,Shilong,Li Shilong,China,1977,
Čmilytė,Viktorija,Viktorija Čmilytė,Lithuania,1983,
Soćko,Monika,Monika Soćko,Poland,1978,
Dvoretsky,Mark,Mark Dvoretsky,Russia,1947,
Schiffers,Emanuel,Emanuel Schiffers,Russia,1850,1904
Bin-Sattar,Reefat,Reefat Bin-Sattar,Bangladesh,1974,
Smiltiner,Shlomo,Shlomo Smiltiner,Israel,1915,2015
Jakovleva,Lora,Lora Jakovleva,Russia,1932,
Pons,Francisco Vallejo,Francisco Vallejo Pons,Spain,1982,
Petrov,Alexander,Alexander Petrov,Russia,1794,1867
Beutum,Siegmund,Siegmund Beutum,Austria,1890,1966
Goldin,Alexander,Alexander Goldin,Russia,1965,
Cochrane,John,John Cochrane,England,1798,1878
Romanovsky,Alexander,Alexander Romanovsky,"Lithuania,Russia",1880,1943
Zilberman,Yaacov,Yaacov Zilberman,Israel,1954,
Kraidman,Yair,Yair Kraidman,Israel,1932,
Kieseritzky,Lionel,Lionel Kieseritzky,"Estonia,France",1806,1853
Scheve,Theodor von,Theodor von Scheve,Germany,1851,1922
Metger,Johannes,Johannes Metger,Germany,1850,1926
Trenchard,Herbert William,Herbert William Trenchard,England,1857,1934
Maliutin,Boris,Boris Maliutin,Russia,1883,1920
Igla,Bella,Bella Igla,"Russia,Israel",1985,
Araiza,José Joaquin,José Joaquin Araiza,Mexico,1900,1971
Groot,Adriaan de,Adriaan de Groot,Netherlands,1914,2006
Vidmar,Milan,Milan Vidmar Jr.,Slovenia,1909,1980
Krogius,Nikolai,Nikolai Krogius,Russia,1930,
Mendes,João de Souza,João de Souza Mendes,Brazil,1892,1969
Eisenberg,Louis,Louis Eisenberg,"Ukraine,US",1876,>1909
Cardoso,Rodolfo Tan,Rodolfo Tan Cardoso,Philippines,1937,2013
Fridlizius,Joel,Joel Fridlizius,Sweden,1869,1963
Lombardy,William,William Lombardy,US,1937,2017
Thomas,George Alan,George Alan Thomas,"Turkey,England",1881,1972
Jones,Iolo,Iolo Jones,Wales,1947,
Mutesi,Phiona,Phiona Mutesi,Uganda,?,?
Weil,Wolfgang,Wolfgang Weil,Austria,1912,1945
Lundin,Erik,Erik Lundin,Sweden,1904,1988
Wahltuch,Victor,Victor Wahltuch,England,1875,1953
Nyholm,Gustaf,Gustaf Nyholm,Sweden,1880,1957
Skalička,Karel,Karel Skalička,"Czechoslovakia,Argentina",1896,1979
Manakova,Maria,Maria Manakova,Serbia,1974,
Hug,Werner,Werner Hug,Switzerland,1952,
Janowski,Chaim,Chaim Janowski,"Poland,Germany,Japan",c. 1868,1935
Corzo,Juan,Juan Corzo,Cuba,1873,1941
Bischoff,Klaus,Klaus Bischoff,Germany,1961,
Meitner,Philipp,Philipp Meitner,Austria,1838,1910
Eingorn,Vereslav,Vereslav Eingorn,Ukraine,1956,
Kalme,Charles,Charles Kalme,"Latvia,Germany,US",1939,2003
Palermo,Carlos Garcia,Carlos Garcia Palermo,"Argentina,Italy",1953,
Gobet,Fernand,Fernand Gobet,Switzerland,1962,
Sherwin,James,James Sherwin,"US,England",1933,
Rosendahl,Andreas,Andreas Rosendahl,Denmark,1864,1909
Golubev,Mikhail,Mikhail Golubev,Ukraine,1970,
Bagheri,Amir,Amir Bagheri,Iran,1978,
García,José González,José González García,Mexico,1973,
Fier,Alexandr,Alexandr Fier,Brazil,1988,
Liu,Shilan,Liu Shilan,China,1962,
Trent,Lawrence,Lawrence Trent,England,1986,
Mecking,Henrique,Henrique Mecking,Brazil,1952,
Sermek,Drazen,Drazen Sermek,Slovenia,1969,
Graf,Alexander,Alexander Graf,"Uzbekistan,Germany",1962,
Stefanova,Antoaneta,Antoaneta Stefanova,Bulgaria,1979,
Helling,Karl,Karl Helling,Germany,1904,1937
Minckwitz,Johannes,Johannes Minckwitz,Germany,1843,1901
Koch,Berthold,Berthold Koch,Germany,1899,1988
Apšenieks,Fricis,Fricis Apšenieks,Latvia,1894,1941
"Bilguer,von",Paul Rudolf,Paul Rudolf von Bilguer,Germany,1815,1840
Istrățescu,Andrei,Andrei Istrățescu,Romania,1985,
Laznicka,Viktor,Viktor Laznicka,Czech Republic,1988,
Nyzhnyk,Illya,Illya Nyzhnyk,Ukraine,1996,
Palatnik,Sam,Sam Palatnik,"Ukraine,US",1950,
Lauberte,Milda,Milda Lauberte,Latvia,1918,2009
Vidmar,Milan,Milan Vidmar,Slovenia,1885,1962
Myagmarsuren,Lhamsuren,Lhamsuren Myagmarsuren,Mongolia,1938,
Caro,Horatio,Horatio Caro,"England,Germany",1862,1920
Rootare,Salme,Salme Rootare,Estonia,1913,1987
Sax,Gyula,Gyula Sax,Hungary,1951,
,,As-Suli,Abbasid Caliphate,c. 880,c. 946
Charbonneau,Pascal,Pascal Charbonneau,Canada,1983,
Skripchenko,Almira,Almira Skripchenko,"Moldova,France",1976,
Herland,Sigmund,Sigmund Herland,Romania,1865,1954
Cramling,Pia,Pia Cramling,Sweden,1963,
Landau,Salo,Salo Landau,"Poland,Netherlands",1903,1944
Helms,Hermann,Hermann Helms,US,1870,1963
Kurajica,Bojan,Bojan Kurajica,Bosnia and Herzegovina,1947,
Herman,Róża,Róża Herman,Poland,1902,1995
Mikhalchishin,Adrian,Adrian Mikhalchishin,"Ukraine,Slovenia",1954,
Browne,Walter,Walter Browne,"Australia,US",1949,2015
Sapira,Emmanuel,Emmanuel Sapira,"Romania,Belgium",1900,1943
Matanović,Aleksandar,Aleksandar Matanović,Serbia,1930,
Dubeck,Leroy,Leroy Dubeck,US,1939,
Rosenthal,Jacob,Jacob Rosenthal,US,1881,1954
Plachetka,Ján,Ján Plachetka,Slovakia,1945,
Wang,Hao,Wang Hao,China,1989,
Norwood,David,David Norwood,England,1968,
Rubinstein,Akiba,Akiba Rubinstein,"Poland,Germany,Belgium",1882,1961
Schwartzman,Aaron,Aaron Schwartzman,Argentina,1908,
Walker,George,George Walker,England,1803,1879
Gareev,Timur,Timur Gareev,Uzbekistan,1988,
Rogmann,Gustav,Gustav Rogmann,Germany,1909,1947
Tiviakov,Sergei,Sergei Tiviakov,"Russia,Netherlands",1973,
Miles,Tony,Tony Miles,England,1955,2001
Kudrin,Sergey,Sergey Kudrin,"Russia,US",1959,
Drozdovskij,Yuri,Yuri Drozdovskij,Ukraine,1984,
Navara,David,David Navara,Czech Republic,1985,
Boutteville,César,César Boutteville,"Vietnam,France",1917,2015
Bellin,Jana,Jana Bellin,"Czechoslovakia,England",1947,
Boytsun,Olena,Olena Boytsun,Ukraine,1983,
Rubtsova,Olga,Olga Rubtsova,Russia,1909,1994
Simagin,Vladimir,Vladimir Simagin,Russia,1919,1968
Galliamova,Alisa,Alisa Galliamova,Russia,1972,
Khadilkar,Rohini,Rohini Khadilkar,India,1963,
Damiano,Pedro,Pedro Damiano,Portugal,1480,1544
Konarkowska-Sokolov,Henrijeta,Henrijeta Konarkowska-Sokolov,"Poland,Serbia",1938,
Jansa,Vlastimil,Vlastimil Jansa,Czech Republic,1942,
Schwarz,Adolf,Adolf Schwarz,"Hungary,Austria",1836,1910
Schweber,Samuel,Samuel Schweber,Argentina,1936,
Vilner,Yakov,Yakov Vilner,Ukraine,1899,c. 1930
Budowski,Gerardo,Gerardo Budowski,"Germany,France,Venezuela,Costa Rica",1925,2014
Savchenko,Stanislav,Stanislav Savchenko,Ukraine,1967,
Holloway,Edith,Edith Holloway,England,1868,1956
Blass,Abram,Abram Blass,"Poland,Israel",1895,1971
Tyomkin,Dimitri,Dimitri Tyomkin,Canada,1977,
Schapiro,Morris,Morris Schapiro,"Lithuania,US",1903,1996
Malakhov,Vladimir,Vladimir Malakhov,Russia,1980,
Tisdall,Jonathan,Jonathan Tisdall,"US,Norway",1958,
Magerramov,Elmar,Elmar Magerramov,Azerbaijan,1958,
Myers,Hugh,Hugh Myers,US,1930,2008
Watai,Miyoko,Miyoko Watai,Japan,1945,
Õim,Tõnu,Tõnu Õim,Estonia,1941,
Sanguineti,Raúl,Raúl Sanguineti,Argentina,1933,2000
Yates,Frederick,Frederick Yates,England,1884,1932
Henneberger,Walter,Walter Henneberger,Switzerland,1883,1969
Gunsberg,Isidor,Isidor Gunsberg,"Hungary,England",1854,1930
Popović,Petar,Petar Popović,"Yugoslavia,Serbia",1959,
Porath,Yosef,Yosef Porath,"Germany,Israel",1909,1996
Pogosyants,Ernest,Ernest Pogosyants,Ukraine,1935,1990
Palo,Davor,Davor Palo,Denmark,1985,
Wojtkiewicz,Aleksander,Aleksander Wojtkiewicz,"Latvia,Poland,US",1963,2006
Weenink,Henri,Henri Weenink,Netherlands,1892,1931
Henneberger,Moriz,Moriz Henneberger,Switzerland,1878,1959
Koshnitsky,Gary,Gary Koshnitsky,"Moldova,Australia",1907,1999
Ward,Chris,Chris Ward,England,1968,
Schwartzman,Gabriel,Gabriel Schwartzman,"Romania,US",1976,
Balshan,Amikam,Amikam Balshan,Israel,1948,
Karjakin,Sergey,Sergey Karjakin,Ukraine,1990,
Miroshnichenko,Evgenij,Evgenij Miroshnichenko,Ukraine,1978,
Niephaus,Walter,Walter Niephaus,Germany,1923,1992
Gharamian,Tigran,Tigran Gharamian,France,1984,
Vyzmanavin,Alexey,Alexey Vyzmanavin,Russia,1960,2000
Gavrikov,Viktor,Viktor Gavrikov,"Lithuania,Switzerland",1957,
Nikolić,Predrag,Predrag Nikolić,Bosnia and Herzegovina,1960,
Zytogorski,Adolf,Adolf Zytogorski,"Poland,England",1807,1882
Watson,William,William Watson,England,1962,
Ribli,Zoltán,Zoltán Ribli,Hungary,1951,
Reinhardt,Heinrich,Heinrich Reinhardt,"Germany,Argentina",1903,1990
Kan,Ilya,Ilya Kan,Russia,1909,1978
Kmoch,Hans,Hans Kmoch,"Austria,Netherlands,US",1894,1973
Mariotti,Sergio,Sergio Mariotti,Italy,1946,
Khoudgarian,Natalia,Natalia Khoudgarian,"Russia,Canada",1975,
Pollock,William,William Pollock,United Kingdom,1859,1896
Zhang,Zhong,Zhang Zhong,"China,Singapore",1978,
Bhat,Vinay,Vinay Bhat,US,1984,
Al-Modiahki,Mohamad,Mohamad Al-Modiahki,Qatar,1974,
Belkhodja,Slim,Slim Belkhodja,Tunisia,1962,
Asztalos,Lajos,Lajos Asztalos,"Austria-Hungary,Yugoslavia,Hungary",1889,1956
Antonio,Rogelio,Rogelio Antonio Jr.,Philippines,1962,
Üitümen,Tüdeviin,Tüdeviin Üitümen,Mongolia,1939,1993
Gordon,Stephen J.,Stephen J. Gordon,England,1986,
Jiménez,Eleazar,Eleazar Jiménez,Cuba,1928,2000
Polihroniade,Elisabeta,Elisabeta Polihroniade,Romania,1935,2016
Rivière,Jules Arnous de,Jules Arnous de Rivière,France,1830,1905
Carrera,Pietro,Pietro Carrera,Sicily,1573,1647
"Balla,von",Zoltán,Zoltán von Balla,Hungary,1883,1945
Spangenberg,Hugo,Hugo Spangenberg,Argentina,1975,
Eidelson,Rakhil,Rakhil Eidelson,Belarus,1958,
Sämisch,Friedrich (Fritz),Friedrich (Fritz) Sämisch,Germany,1896,1975
Wang,Lei,Wang Lei,China,1975,
Hirschbein,Moshe,Moshe Hirschbein,Poland,1894,1940
Gu,Xiaobing,Gu Xiaobing,China,1985,
Kohler,Anton,Anton Kohler,Germany,c. 1907,1961
Tringov,Georgi,Georgi Tringov,Bulgaria,1937,2000
Galkin,Aleksandr,Aleksandr Galkin,Russia,1979,
Semenova,Lidia,Lidia Semenova,Ukraine,1951,
Yermolinsky,Alex,Alex Yermolinsky,US,1958,
McNab,Colin,Colin McNab,Scotland,1961,
Kinnmark,Ove,Ove Kinnmark,Sweden,1944,
Rytshagov,Mikhail,Mikhail Rytshagov,Estonia,1967,
Frydman,Achilles,Achilles Frydman,Poland,1905,1940
Aagaard,Jacob,Jacob Aagaard,"Denmark,Scotland",1973,
Izoria,Zviad,Zviad Izoria,Georgia,1984,
"Saint-Amant,de",Pierre Charles Fournier,Pierre Charles Fournier de Saint-Amant,France,1800,1872
Mišanović,Vesna,Vesna Mišanović,Bosnia,1964,
Humpy,Koneru,Koneru Humpy,India,1987,
Acs,Peter,Peter Acs,Hungary,1981,
Rueb,Alexander,Alexander Rueb,Netherlands,1882,1959
Kemény,Emil,Emil Kemény,"Hungary,US",1860,1925
Lewitt,Moritz,Moritz Lewitt,Germany,1863,1936
Wolff,Patrick,Patrick Wolff,US,1968,
Sutovsky,Emil,Emil Sutovsky,"Azerbaijan,Israel",1977,
Keller,Dieter,Dieter Keller,Switzerland,1936,
Milev,Zdravko,Zdravko Milev,Bulgaria,1929,1984
Atkins,Henry,Henry Atkins,England,1872,1955
Sigurjónsson,Guðmundur,Guðmundur Sigurjónsson,Iceland,1947,
Kosintseva,Nadezhda,Nadezhda Kosintseva,Russia,1985,
Bröder,Mirko,Mirko Bröder,"Hungary,Serbia",1911,1943
Owen,John,John Owen,England,1827,1901
Zhou,Weiqi,Zhou Weiqi,China,1986,
Mazel,Isaak,Isaak Mazel,"Belarus,Russia",1911,1943
Grischuk,Alexander,Alexander Grischuk,Russia,1983,
Grachev,Boris,Boris Grachev,Russia,1986,
Mestel,Jonathan,Jonathan Mestel,England,1957,
Weiming,Goh,Goh Weiming,Singapore,1983,
Waitzkin,Josh,Josh Waitzkin,United States,1976,
Löwy,Leopold,Leopold Löwy Jr,Austria,1871,>1909
Koyalovich,Boris,Boris Koyalovich,Russia,1867,1941
Nepomniachtchi,Ian,Ian Nepomniachtchi,Russia,1990,
Motwani,Paul,Paul Motwani,Scotland,1962,
Williams,Simon,Simon Williams,England,1979,
Kobalia,Mikhail,Mikhail Kobalia,Russia,1978,
Te Kolsté,Jan Willem,Jan Willem te Kolsté,Netherlands,1874,1936
Inarkiev,Ernesto,Ernesto Inarkiev,"Kyrgyzstan,Russia",1985,
Riumin,Nikolai,Nikolai Riumin,Russia,1908,1942
Kraemer,Adolf,Adolf Kraemer,Germany,1898,1972
Goltz,Alexander Ferdinand von der,Alexander Ferdinand von der Goltz,Germany,1819,1858
Dimer,Julius,Julius Dimer,Germany,1871,1945
Zemgalis,Elmārs,Elmārs Zemgalis,"Latvia,US",1923,2014
Malaniuk,Vladimir,Vladimir Malaniuk,"Russia,Ukraine",1957,
Gundersen,Gunnar,Gunnar Gundersen,"France,Norway,Australia",1882,1943
Kelly,Brian,Brian Kelly,Ireland,1978,
Zvjaginsev,Vadim,Vadim Zvjaginsev,Russia,1976,
